Criterio Gastos;Criterio ingresos Edison;Fecha;Prestador Servicio;  Labor  ; Clasificaci„n Labores ;  Tractor ;  Lugar  ;  Cultivo  ;  Sector  ;  Orden/report  ;  Chofer  ;  Tractor  ;  Producto  ;  Veces  ;Cantidad;  Unid.  ;  Unitario  ;  Neto  ;  iva  ;  Total  ;  A Empresa  ;  Factura  ; Factura ;
  Massai Casta_o 2MaÍzRastraje ; Brice_oCasta_o 2MaÍzRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 2 ; MaÍz ;;;;;;1;0,2;  ha  ;20.000;4.000;760;4.760;  Massai  ;63;63;
  Massai Casta_o 2MaÍzRotovator con melga ; Brice_oCasta_o 2MaÍzRotovator con melga ;01-10-16;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Casta_o 2 ; MaÍz ;;;;;;1;0,2;  ha  ;60.000;12.000;2.280;14.280;  Massai  ;63;63;
  Massai Casta_o 1 SoyaRastraje ; Brice_oCasta_o 1 SoyaRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;20.000;136.000;25.840;161.840;  Massai  ;63;63;
  Massai Casta_o 1 SoyaAradura ; Brice_oCasta_o 1 SoyaAradura ;01-10-16;Brice_o;  Cincel  ;Aradura;; Casta_o 1  ; Soya ;;;;;;2;6,8;  ha  ;24.500;333.200;63.308;396.508;  Massai  ;63;63;
  Massai Casta_o 1 SoyaRastraje ; Brice_oCasta_o 1 SoyaRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;20.000;136.000;25.840;161.840;  Massai  ;63;63;
  Massai Casta_o 1 SoyaEncamado ; Brice_oCasta_o 1 SoyaEncamado ;01-10-16;Brice_o;  Encamado Riego c/ implm Massai  ;Encamado;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;13.000;88.400;16.796;105.196;  Massai  ;63;63;
  Massai Casta_o 1 SoyaRastraje ; Brice_oCasta_o 1 SoyaRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;20.000;136.000;25.840;161.840;  Massai  ;63;63;
  Massai Casta_o 1 SoyaAplic. Herbicida ; Brice_oCasta_o 1 SoyaAplic. Herbicida ;01-10-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;20.000;136.000;25.840;161.840;  Massai  ;63;63;
  Massai Casta_o 1 SoyaRastraje ; Brice_oCasta_o 1 SoyaRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;20.000;136.000;25.840;161.840;  Massai  ;63;63;
  Massai Casta_o 1 SoyaRotovator sin melga ; Brice_oCasta_o 1 SoyaRotovator sin melga ;01-10-16;Brice_o;  Rotovator   ;Rotovator sin melga;; Casta_o 1  ; Soya ;;;;;;1;6,8;  ha  ;60.000;408.000;77.520;485.520;  Massai  ;63;63;
  Massai Casta_o 1 MaÍzRastraje ; Brice_oCasta_o 1 MaÍzRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; MaÍz ;;;;;;1;0,2;  ha  ;20.000;4.000;760;4.760;  Massai  ;63;63;
  Massai Casta_o 1 MaÍzAradura ; Brice_oCasta_o 1 MaÍzAradura ;01-10-16;Brice_o;  Cincel  ;Aradura;; Casta_o 1  ; MaÍz ;;;;;;2;0,2;  ha  ;24.500;9.800;1.862;11.662;  Massai  ;63;63;
  Massai Casta_o 1 MaÍzRastraje ; Brice_oCasta_o 1 MaÍzRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; MaÍz ;;;;;;1;0,2;  ha  ;20.000;4.000;760;4.760;  Massai  ;63;63;
  Massai Casta_o 1 MaÍzAplic. Herbicida ; Brice_oCasta_o 1 MaÍzAplic. Herbicida ;01-10-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 1  ; MaÍz ;;;;;;1;0,2;  ha  ;20.000;4.000;760;4.760;  Massai  ;63;63;
  Massai Casta_o 1 MaÍzRastraje ; Brice_oCasta_o 1 MaÍzRastraje ;01-10-16;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; MaÍz ;;;;;;1;0,2;  ha  ;20.000;4.000;760;4.760;  Massai  ;63;63;
  Massai Casta_o 1 MaÍzRotovator con melga ; Brice_oCasta_o 1 MaÍzRotovator con melga ;01-10-16;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Casta_o 1  ; MaÍz ;;;;;;1;0,2;  ha  ;60.000;12.000;2.280;14.280;  Massai  ;63;63;
  Massai San JorgeColiflorCultivar ; Brice_oSan JorgeColiflorCultivar ;02-10-16;Brice_o;  Cultivar  ; Cultivar ;; San Jorge ; Coliflor ;;;;;;2;0,8;  ha  ;20.000;32.000;6.080;38.080;  Massai  ;63;63;
  Massai La FortunaFloresAplic. Herbicida ; Brice_oLa FortunaFloresAplic. Herbicida ;12-10-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; La Fortuna ; Flores ;;;;;;1;1;  ha  ;20.000;20.000;3.800;23.800;  Massai  ;71;71;
  Massai La FortunaFloresAplic. Pesticidas ; Brice_oLa FortunaFloresAplic. Pesticidas ;04-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Flores ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
  Massai La FortunaFloresAplic. Herbicida ; Brice_oLa FortunaFloresAplic. Herbicida ;04-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; La Fortuna ; Flores ;;;;;;1;1;  ha  ;20.000;20.000;3.800;23.800;  Massai  ;71;71;
  Massai San JorgeAjÍRastraje ; Brice_oSan JorgeAjÍRastraje ;10-11-16;Brice_o;  Rastraje  ;Rastraje;; San Jorge ; AjÍ ;;;;;;2;11;  ha  ;24.500;539.000;102.410;641.410;  Massai  ;63;63;
  Massai San JorgeAjÍAradura ; Brice_oSan JorgeAjÍAradura ;10-11-16;Brice_o;  Arado  ;Aradura;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;61.000;671.000;127.490;798.490;  Massai  ;63;63;
  Massai San JorgeAjÍRotovator sin melga ; Brice_oSan JorgeAjÍRotovator sin melga ;10-11-16;Brice_o;  Rotovator/cinta/ab/mulch  ;Rotovator sin melga;; San Jorge ; AjÍ ;;;;;;1;5;  ha  ;140.000;700.000;133.000;833.000;  Massai  ;63;63;
  Massai San JorgeAjÍRotovator sin melga ; Brice_oSan JorgeAjÍRotovator sin melga ;10-11-16;Brice_o;  Rotovator Arrendado  ;Rotovator sin melga;; San Jorge ; AjÍ ;;;;;;1;43;  hrs  ;13.000;559.000;106.210;665.210;  Massai  ;63;63;
  Massai San JorgeAjÍRotovator sin melga ; Brice_oSan JorgeAjÍRotovator sin melga ;12-11-16;Brice_o;  Rotovator   ;Rotovator sin melga;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;45.000;495.000;94.050;589.050;  Massai  ;63;63;
  Massai San JorgeAjÍOtros ; Brice_oSan JorgeAjÍOtros ;12-11-16;Brice_o;  Implem. Cinta/ mulch Arrendado  ; Otros ;; San Jorge ; AjÍ ;;;;;;1;65;  hrs  ;13.000;845.000;160.550;1.005.550;  Massai  ;63;63;
  Massai San JorgeAjÍAbonado ; Brice_oSan JorgeAjÍAbonado ;12-11-16;Brice_o;  Trompo con Abono  ; Abonado ;; San Jorge ; AjÍ ;;;;;;1;6;  ha  ;20.000;120.000;22.800;142.800;  Massai  ;63;63;
  Massai San JorgeAjÍCultivar ; Brice_oSan JorgeAjÍCultivar ;15-11-16;Brice_o;  Cultivar  ; Cultivar ;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;20.000;220.000;41.800;261.800;  Massai  ;63;63;
  Massai San JorgeAjÍCultivar ; Brice_oSan JorgeAjÍCultivar ;15-11-16;Brice_o;  Cultivar aporcar  ; Cultivar ;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;20.000;220.000;41.800;261.800;  Massai  ;63;63;
  Massai Casta_o 1 ColiflorAplic. Pesticidas ; Brice_oCasta_o 1 ColiflorAplic. Pesticidas ;16-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Coliflor ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
  Massai Casta_o 1 ColiflorAplic. Pesticidas ; Brice_oCasta_o 1 ColiflorAplic. Pesticidas ;16-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Coliflor ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
  Massai GeneralMaÍzAplic. Pesticidas ; Brice_oGeneralMaÍzAplic. Pesticidas ;25-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; General ; MaÍz ;;;;;;1;2,1;  ha  ;20.000;42.000;7.980;49.980;  Massai  ;71;71;
  Massai San JorgeZapalloAplic. Herbicida ; Brice_oSan JorgeZapalloAplic. Herbicida ;26-11-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Zapallo ;;;;;;1;2,5;  ha  ;20.000;50.000;9.500;59.500;  Massai  ;70;70;
  Massai La FortunaFloresAplic. Pesticidas ; Brice_oLa FortunaFloresAplic. Pesticidas ;30-11-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Flores ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
  Massai GeneralMaÍzAplic. Herbicida ; Brice_oGeneralMaÍzAplic. Herbicida ;01-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; General ; MaÍz ;;;;;;1;2,1;  ha  ;20.000;42.000;7.980;49.980;  Massai  ;71;71;
  Massai La FortunaSoyaAplic. Pesticidas ; Brice_oLa FortunaSoyaAplic. Pesticidas ;05-12-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Soya ;;;;;;1;4;  HA  ;20.000;80.000;15.200;95.200;  Massai  ;71;71;
  Massai San JorgeAjÍAplic. Herbicida ; Brice_oSan JorgeAjÍAplic. Herbicida ;10-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; AjÍ ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;69;69;
  Massai San JorgeColiflorAplic. Herbicida ; Brice_oSan JorgeColiflorAplic. Herbicida ;10-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Coliflor ;;;;;;1;0,8;  Ha  ;20.000;16.000;3.040;19.040;  Massai  ;71;71;
  Massai San JorgeApioAplic. Herbicida ; Brice_oSan JorgeApioAplic. Herbicida ;10-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Apio ;;;;;;1;0,2;  Ha  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai San JorgeAjÍAplic. Pesticidas ; Brice_oSan JorgeAjÍAplic. Pesticidas ;12-12-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;20.000;220.000;41.800;261.800;  Massai  ;69;69;
 ValcamAllendeAcelgaRastraje ; Brice_oAllendeAcelgaRastraje ;15-12-16;Brice_o;  Rastraje  ;Rastraje;; Allende ; Acelga ;;;;;;2;4,5;  ha  ;24.500;220.500;;220.500; Valcam ;;;
 ValcamAllendeAcelgaAradura ; Brice_oAllendeAcelgaAradura ;15-12-16;Brice_o;ST;Aradura;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;50.000;225.000;;225.000; Valcam ;;;
 ValcamAllendeAcelgaAradura ; Brice_oAllendeAcelgaAradura ;15-12-16;Brice_o;  Arado  ;Aradura;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;60.000;270.000;;270.000; Valcam ;;;
 ValcamAllendeAcelgaRastraje ; Brice_oAllendeAcelgaRastraje ;15-12-16;Brice_o;  Rastraje  ;Rastraje;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
 ValcamAllendeAcelgaEncamado ; Brice_oAllendeAcelgaEncamado ;15-12-16;Brice_o;Encamado;Encamado;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
 ValcamAllendeAcelgaRastraje ; Brice_oAllendeAcelgaRastraje ;15-12-16;Brice_o;  Rastraje  ;Rastraje;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;24.500;110.250;;110.250; Valcam ;;;
  Massai GeneralMaÍzAplic. Pesticidas ; Brice_oGeneralMaÍzAplic. Pesticidas ;18-12-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; General ; MaÍz ;;;;;;1;2,1;  ha  ;20.000;42.000;7.980;49.980;  Massai  ;71;71;
  Massai San JorgeAjÍAplic. Herbicida ; Brice_oSan JorgeAjÍAplic. Herbicida ;20-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; AjÍ ;;;;;;1;4;  ha  ;20.000;80.000;15.200;95.200;  Massai  ;69;69;
  Massai San JorgeSoyaAplic. Herbicida ; Brice_oSan JorgeSoyaAplic. Herbicida ;23-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai Casta_o 1 SoyaAplic. Herbicida ; Brice_oCasta_o 1 SoyaAplic. Herbicida ;28-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 1  ; Soya ;;;;;;1;7;  ha  ;20.000;140.000;26.600;166.600;  Massai  ;71;71;
  Massai San JorgeColiflorAplic. Pesticidas ; Brice_oSan JorgeColiflorAplic. Pesticidas ;29-12-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Coliflor ;;;;;;1;0,8;  Ha  ;20.000;16.000;3.040;19.040;  Massai  ;71;71;
  Massai San JorgeApioAplic. Pesticidas ; Brice_oSan JorgeApioAplic. Pesticidas ;29-12-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Apio ;;;;;;1;0,2;  Ha  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai Casta_o 2SoyaAplic. Herbicida ; Brice_oCasta_o 2SoyaAplic. Herbicida ;29-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; Soya ;;;;;;1;5;  HA  ;20.000;100.000;19.000;119.000;  Massai  ;71;71;
  Massai San JorgeZapalloAplic. Pesticidas ; Brice_oSan JorgeZapalloAplic. Pesticidas ;31-12-16;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Zapallo ;;;;;;1;2,5;  ha  ;20.000;50.000;9.500;59.500;  Massai  ;70;70;
  Massai San JorgeApioAplic. Herbicida ; Brice_oSan JorgeApioAplic. Herbicida ;31-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Apio ;;;;;;1;0,2;  Ha  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai San JorgeSoyaAplic. Herbicida ; Brice_oSan JorgeSoyaAplic. Herbicida ;31-12-16;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai San JorgeAjÍAplic. Herbicida ; Brice_oSan JorgeAjÍAplic. Herbicida ;05-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;20.000;220.000;41.800;261.800;  Massai  ;69;69;
  Massai Casta_o 1 SoyaAplic. Pesticidas ; Brice_oCasta_o 1 SoyaAplic. Pesticidas ;06-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Soya ;;;;;;1;7;  ha  ;20.000;140.000;26.600;166.600;  Massai  ;71;71;
  Massai Casta_o 2SoyaAplic. Pesticidas ; Brice_oCasta_o 2SoyaAplic. Pesticidas ;06-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 2 ; Soya ;;;;;;1;5;  HA  ;20.000;100.000;19.000;119.000;  Massai  ;71;71;
  Massai San JorgeSoyaAplic. Pesticidas ; Brice_oSan JorgeSoyaAplic. Pesticidas ;06-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
 ValcamAllendeAcelgaAplic. Pesticidas ; Brice_oAllendeAcelgaAplic. Pesticidas ;06-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
  Massai San JorgeColiflorAplic. Pesticidas ; Brice_oSan JorgeColiflorAplic. Pesticidas ;10-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Coliflor ;;;;;;1;0,8;  Ha  ;20.000;16.000;3.040;19.040;  Massai  ;71;71;
  Massai San JorgeApioAplic. Pesticidas ; Brice_oSan JorgeApioAplic. Pesticidas ;10-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Apio ;;;;;;1;0,2;  Ha  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai Casta_o 2SoyaAplic. Herbicida ; Brice_oCasta_o 2SoyaAplic. Herbicida ;10-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; Soya ;;;;;;1;1;  HA  ;20.000;20.000;3.800;23.800;  Massai  ;71;71;
  Massai San JorgeZapalloAplic. Pesticidas ; Brice_oSan JorgeZapalloAplic. Pesticidas ;13-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Zapallo ;;;;;;1;2,5;  ha  ;20.000;50.000;9.500;59.500;  Massai  ;70;70;
  Massai La FortunaZapalloAplic. Pesticidas ; Brice_oLa FortunaZapalloAplic. Pesticidas ;13-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Zapallo ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;70;70;
  Massai San JorgeAjÍAplic. Pesticidas ; Brice_oSan JorgeAjÍAplic. Pesticidas ;16-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;20.000;220.000;41.800;261.800;  Massai  ;69;69;
  Massai Casta_o 1 SoyaAplic. Pesticidas ; Brice_oCasta_o 1 SoyaAplic. Pesticidas ;18-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 1  ; Soya ;;;;;;1;7;  ha  ;20.000;140.000;26.600;166.600;  Massai  ;71;71;
  Massai Casta_o 2SoyaAplic. Pesticidas ; Brice_oCasta_o 2SoyaAplic. Pesticidas ;18-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Casta_o 2 ; Soya ;;;;;;1;5;  HA  ;20.000;100.000;19.000;119.000;  Massai  ;71;71;
  Massai La FortunaFloresAplic. Pesticidas ; Brice_oLa FortunaFloresAplic. Pesticidas ;18-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Flores ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
  Massai San JorgeSoyaAplic. Pesticidas ; Brice_oSan JorgeSoyaAplic. Pesticidas ;19-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai La FortunaSoyaAplic. Pesticidas ; Brice_oLa FortunaSoyaAplic. Pesticidas ;21-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Soya ;;;;;;1;4;  HA  ;20.000;80.000;15.200;95.200;  Massai  ;71;71;
  Massai San JorgeColiflorAplic. Pesticidas ; Brice_oSan JorgeColiflorAplic. Pesticidas ;23-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Coliflor ;;;;;;1;0,8;  Ha  ;20.000;16.000;3.040;19.040;  Massai  ;71;71;
  Massai San JorgeApioAplic. Pesticidas ; Brice_oSan JorgeApioAplic. Pesticidas ;23-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Apio ;;;;;;1;0,2;  Ha  ;20.000;4.000;760;4.760;  Massai  ;71;71;
 ValcamAllendeAcelgaAplic. Herbicida ; Brice_oAllendeAcelgaAplic. Herbicida ;23-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
  Massai Casta_o 1 SoyaAplic. Herbicida ; Brice_oCasta_o 1 SoyaAplic. Herbicida ;24-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 1  ; Soya ;;;;;;1;7;  ha  ;20.000;140.000;26.600;166.600;  Massai  ;71;71;
  Massai La FortunaSoyaAplic. Herbicida ; Brice_oLa FortunaSoyaAplic. Herbicida ;24-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; La Fortuna ; Soya ;;;;;;1;4;  HA  ;20.000;80.000;15.200;95.200;  Massai  ;71;71;
  Massai Casta_o 2SoyaAplic. Herbicida ; Brice_oCasta_o 2SoyaAplic. Herbicida ;24-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; Casta_o 2 ; Soya ;;;;;;1;5;  HA  ;20.000;100.000;19.000;119.000;  Massai  ;71;71;
  Massai San JorgeSoyaAplic. Herbicida ; Brice_oSan JorgeSoyaAplic. Herbicida ;24-01-17;Brice_o;  Aplic. Herbicida  ; Aplic. Herbicida ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai Casta_o 1 SoyaAbonado ; Brice_oCasta_o 1 SoyaAbonado ;25-01-17;Brice_o;  Aplicaci„n Foliar  ; Abonado ;; Casta_o 1  ; Soya ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
  Massai San JorgeSoyaAbonado ; Brice_oSan JorgeSoyaAbonado ;26-01-17;Brice_o;  Aplicaci„n Foliar  ; Abonado ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai San JorgeSoyaAplic. Pesticidas ; Brice_oSan JorgeSoyaAplic. Pesticidas ;26-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Soya ;;;;;;1;0,2;  HA  ;20.000;4.000;760;4.760;  Massai  ;71;71;
 ValcamAllendeAcelgaAplic. Pesticidas ; Brice_oAllendeAcelgaAplic. Pesticidas ;26-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; Allende ; Acelga ;;;;;;1;4,5;  ha  ;20.000;90.000;;90.000; Valcam ;;;
  Massai San JorgeAjÍAplic. Pesticidas ; Brice_oSan JorgeAjÍAplic. Pesticidas ;28-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; AjÍ ;;;;;;1;11;  ha  ;20.000;220.000;41.800;261.800;  Massai  ;69;69;
  Massai Casta_o 1 SoyaAbonado ; Brice_oCasta_o 1 SoyaAbonado ;30-01-17;Brice_o;  Aplicaci„n Foliar  ; Abonado ;; Casta_o 1  ; Soya ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;71;71;
 ValcamAllendeAcelgaCultivar ; Brice_oAllendeAcelgaCultivar ;30-01-17;Brice_o;  Cultivar  ; Cultivar ;; Allende ; Acelga ;;;;;;2;4,5;  ha  ;20.000;180.000;;180.000; Valcam ;;;
  Massai La FortunaZapalloAplic. Pesticidas ; Brice_oLa FortunaZapalloAplic. Pesticidas ;31-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; La Fortuna ; Zapallo ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;70;70;
  Massai San JorgeColiflorAplic. Pesticidas ; Brice_oSan JorgeColiflorAplic. Pesticidas ;31-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Coliflor ;;;;;;1;0,8;  Ha  ;20.000;16.000;3.040;19.040;  Massai  ;71;71;
  Massai San JorgeApioAplic. Pesticidas ; Brice_oSan JorgeApioAplic. Pesticidas ;31-01-17;Brice_o;  Aplic. Pesticidas  ; Aplic. Pesticidas ;; San Jorge ; Apio ;;;;;;1;0,2;  Ha  ;20.000;4.000;760;4.760;  Massai  ;71;71;
  Massai Casta_o 1 Apio 17Aradura ; Brice_oCasta_o 1 Apio 17Aradura ;01-02-17;Brice_o;  Cincel  ;Aradura;; Casta_o 1  ; Apio 17 ;;;;;;1;2;  ha  ;24.500;49.000;9.310;58.310;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Cultivar ; Brice_oCasta_o 1 Apio 17Cultivar ;01-02-17;Brice_o;  vibrocultivador  ; Cultivar ;; Casta_o 1  ; Apio 17 ;;;;;;1;7;  hrs  ;13.000;91.000;17.290;108.290;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Aradura ; Brice_oCasta_o 1 Apio 17Aradura ;01-02-17;Brice_o;  Arado  ;Aradura;; Casta_o 1  ; Apio 17 ;;;;;;1;2;  ha  ;61.000;122.000;23.180;145.180;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Rastraje ; Brice_oCasta_o 1 Apio 17Rastraje ;01-02-17;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Apio 17 ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Aplic. Herbicida ; Brice_oCasta_o 1 Apio 17Aplic. Herbicida ;01-02-17;Brice_o;  Aplic. Dual Goal  ; Aplic. Herbicida ;; Casta_o 1  ; Apio 17 ;  Dual Goal  ;;;;;2;2;  ha  ;20.000;80.000;15.200;95.200;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Rastraje ; Brice_oCasta_o 1 Apio 17Rastraje ;01-02-17;Brice_o;  Rastraje  ;Rastraje;; Casta_o 1  ; Apio 17 ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Abonado ; Brice_oCasta_o 1 Apio 17Abonado ;01-02-17;Brice_o;  Abonador c/trompo  ; Abonado ;; Casta_o 1  ; Apio 17 ;;;;;;1;2;  ha  ;20.000;40.000;7.600;47.600;  Massai  ;63;63;
  Massai Casta_o 1 Apio 17Rotovator con melga ; Brice_oCasta_o 1 Apio 17Rotovator con melga ;01-02-17;Brice_o;  Rotovator c/melga  ;Rotovator con melga;; Casta_o 1  ; Apio 17 ;;;;;;1;2;  ha  ;60.000;120.000;22.800;142.800;  Massai  ;63;63;
