Bodega;PRODUCTO;CLASIFICACION;ING. ACTIVO;Fecha Ingreso;Cantidad;n¡ Guia;Saldo;Unid.;Fechas Salida;Cantidad;Saldo;Empresa;Lugar;Cultivo;Sector; N¡ Guia  ; Valor Unit ; $ salida ; $ stock ;X;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;130,5;lts;02-06-17;28;102,5;Valcam;Llay Llay;Apio 17;;;9330;261240;956.325;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;07-06-17;28,5;;131;lts;;;131;Massai;Devolucion;;;;9330;0;1.222.230;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;131;lts;09-06-17;26;105;Valcam;Llay Llay;Apio 17;;;9330;242580;979.650;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;105;lts;20-06-17;4;101;Pedro Henriquez;Llay Llay;Apio 17;;;9330;37320;942.330;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;101;lts;29-06-17;1;100;Valcam;Llay Llay;Apio 17;;;9330;9330;933.000;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;100;lts;21-07-17;2;98;valcam;Llay Llay;Apio 17;;;9330;18660;914.340;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;98;lts;29-07-17;2;96;Marco Arangue;Raut_n;Apio 17;;;9330;18660;895.680;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;96;lts;03-08-17;2;94;Victor Collao;Hijuelas;Apio 17;;;9330;18660;877.020;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;94;lts;30-08-17;15;79;valcam;Catemu;Apio 17;;;9330;139950;737.070;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;79;lts;27-09-17;4;75;Marco Arangue;Raut_n;Apio 17;;;9331;37324;699.825;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;75;lts;18-12-17;1;74;Rodrigo martinez;Llay Llay;Apio 17;;383;9331;9331;690.494;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;74;lts;20-12-17;22;52;Valcam ;Llay Llay;Tomate 18;;323;9331;205282;485.212;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;52;lts;20-12-17;1;51;Valcam ;Llay Llay;Colchina 18;;324;9331;9331;;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;19-12-17;2030;179882-179893-179898-179906;2081;lts;03-01-18;14;2067;Nelson Zamora;Olmu_;Tomate ;;651;6353,17;88944,38;13.132.002;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2067;lts;13-01-18;9;2058;Ventura ;Catemu;Apio 18;;668;6353,17;57178,53;13.074.824;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2058;lts;13-01-18;5;2053;Orlando Araya ;Catemu;Apio 18;;669;6353,17;31765,85;13.043.058;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2053;lts;15-01-18;3;2050;Ricardo Vasquez;Catemu;Apio 18;;671;6353,17;19059,51;13.023.999;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2050;lts;15-01-18;6;2044;Valcam ;Llay Llay;Apio 18;;386;6353,17;38119,02;12.985.879;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2044;lts;15-01-18;20;2024;Nelson Zamora;Olmu_;Tomate ;;389;6353,17;127063,4;12.858.816;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;16-01-18;95;2257843;2119;lts;16-01-18;6;2113;Nelson Zamora;Olmu_;Apio 18;;390;6893;41358;14.564.909;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;16-01-18;90;2257846;2203;lts;16-01-18;60;2143;Felipe Bustamente ;Romeral;Apio 18;;391;6893;413580;14.771.699;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;16-01-18;70;2257847;2213;lts;;;2213;;;;;;6893;0;15.254.209;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;16-01-18;375;2257848;2588;lts;;;2588;;;;;;6893;0;17.839.084;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2588;lts;18-01-18;10;2578;Valcam ;Llay Llay;Colchina 18;;392;6893;68930;17.770.154;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2578;lts;19-01-18;1;2577;Rosario Fernandez;La Ligua;Flores;;400;6893;6893;17.763.261;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2577;lts;19-01-18;85;2492;Luis Rodriguez;Llay Llay;Apio 18;;674;6893;585905;17.177.356;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2492;lts;20-01-18;6;2486;Juan Almonte ;Llay Llay;Apio 18;;723;6893;41358;17.135.998;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2486;lts;22-01-18;30;2456;Marco Arangue;Raut_n;Apio 18;;678;6893;206790;16.929.208;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2456;lts;22-01-18;60;2396;Jose Hurtado;Colina;Apio 18;;679;6893;413580;16.515.628;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2396;lts;24-01-18;16;2380;Juan Gonzalez;San Pedro;Apio 18;;689;6893;110288;16.405.340;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2380;lts;25-01-18;18;2362;Calisario;Llay Llay;Apio 18;;692;6893;124074;16.281.266;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2362;lts;26-01-18;11;2351;Valcam ;Llay Llay;Tomate 18;;695;6893;75823;16.205.443;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;30-01-18;10;cuadratura bodega ;2361;lts;30-01-18;;2361;;;;;;6893;0;16.274.373;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2361;lts;02-01-18;25;2336;Ventura ;Catemu;Apio 18;;605;6893;172325;16.102.048;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2336;lts;06-02-18;20;2316;Ricardo Vasquez;Catemu;Apio 18;;610;6893;137860;15.964.188;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2316;lts;09-02-18;5;2311;Orlando Araya ;Catemu;Apio 18;;622;6893;34465;15.929.723;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2311;lts;10-02-18;6;2305;Agro lider;Llay Llay;Apio 18;;624;6893;41358;15.888.365;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2305;lts;13-02-18;6;2299;Rodrigo martinez;Llay Llay;Apio 18;;629;6893;41358;15.847.007;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2299;lts;22-02-18;32;2267;Valcam;Olmu_;Apio 18;;639;6893;220576;15.626.431;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2267;lts;06-03-18;10;2257;Agro lider;Llay Llay;Apio 18;;708;6893;68930;15.557.501;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2257;lts;08-03-18;12;2245;Juan Almonte ;Llay Llay;Apio 18;;714;6893;82716;15.474.785;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2245;lts;08-03-18;7,5;2237,5;Valcam;Catemu;Apio 18;;715;6893;51697,5;15.423.088;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2237,5;lts;08-03-18;22;2215,5;Nelson Zamora;Olmu_;Apio 18;;718;6893;151646;15.271.442;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2215,5;lts;08-03-18;10;2205,5;Valcam ;San Pedro;Apio 18;;719;6893;68930;15.202.512;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2205,5;lts;20-01-18;5;2200,5;Agro lider;Llay Llay;Apio 18;;722;6893;34465;15.168.047;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2200,5;lts;12-03-18;16;2184,5;Luis Rodriguez;Llay Llay;Apio 18;;727;6983;111728;15.254.364;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2184,5;lts;13-03-18;15;2169,5;Elias Jamet ;Romeral;Apio 18;;730;6983;104745;15.149.619;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2169,5;lts;14-03-18;8;2161,5;Valcam;Catemu;Apio 18;;731;6983;55864;15.093.755;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2161,5;lts;14-03-18;9;2152,5;Ricardo Vasquez;Catemu;Apio 18;;732;6983;62847;15.030.908;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2152,5;lts;14-03-18;4;2148,5;Ventura ;Catemu;Apio 18;;733;6983;27932;15.002.976;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2148,5;lts;15-03-18;32;2116,5;Luis Rodriguez;Llay Llay;Apio 18;;735;6983;223456;14.779.520;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2116,5;lts;16-03-18;5;2111,5;Ventura ;Catemu;Apio 18;;737;6983;34915;14.744.605;;
San Jorge;Bravo;Fungicidas;clorotalonilo ;;;;2111,5;lts;27-03-18;19;2092,5;Valcam;Llay Llay;Apio 18;;750;6983;132677;14.611.928;X;
San Jorge;Biocopper ;Fungicidas;;03-11-17;20;;20;lts;04-11-17;10;10;Valcam ;Llay Llay;Tomate 18;;;27200;272000;272.000;;
San Jorge;Biocopper ;Fungicidas;;;;;10;lts;20-12-17;10;0;Nelson Zamora;Olmu_;Tomate ;;;27200;272000; - ;0;
San Jorge;Biozymi tf;Estimulantes ;;05-12-17;10;;10;lts;05-12-17;10;0;Valcam ;Llay Llay;Tomate 18;;;20350;203500; - ;0;
San Jorge;Break;Adherente, Coay. y HumeC.;_ter de alilo;16-12-16;2;;2;lts;17-12-16;2;0;Valcam;Llay Llay;Tomate 17;;;20140;40280; - ;;
San Jorge;Break;Adherente, Coay. y HumeC.;_ter de alilo;04-02-17;1;;1;lts;04-02-17;1;0;Valcam;Catemu;Brocoli;;;20140;20140; - ;;
San Jorge;Break;Adherente, Coay. y HumeC.;_ter de alilo;04-02-17;1;;1;lts;04-02-17;1;0;Valcam;Catemu;Colchina;;;20140;20140; - ;0;
 San Jorge ; Bond ;Adherente, Coay. y HumeC.;polioxietilen;10-09-16;;;1;lts;10-09-16;1;0;Valcam Zamora;Allende; Kale ;;;;0; - ;0;
San Jorge;bulldock;Insecticidas;;;4;;4;lts;23-06-16;0,5;3,5;Gonzalo Gonzalez;San Pedro;Apio 16;;;66684;33342;233.394;;
San Jorge;bulldock;Insecticidas;;;;;3,5;lts;24-06-16;0,25;3,25;Ventura ;Catemu;Apio 16;;;66684;16671;216.723;;
San Jorge;bulldock;Insecticidas;;;;;3,25;lts;04-07-16;0,5;2,75;Valcam;Llay Llay;Apio 17;;;66684;33342;183.381;;
San Jorge;bulldock;Insecticidas;;;;;2,75;lts;29-07-16;0,1;2,65;Valcam;Casta–o 1;Apio 16;;;66684;6668,4;176.713;;
San Jorge;bulldock;Insecticidas;;;;;2,65;lts;01-08-16;0,5;2,15;Valcam;Llay Llay;Apio 17;;;66684;33342;143.371;;
San Jorge;bulldock;Insecticidas;;;;;2,15;lts;01-08-16;0,1;2,05;Rodrigo martinez;Pocochay;Apio 16;;;66684;6668,4;136.702;;
San Jorge;bulldock;Insecticidas;;;;;2,05;lts;16-08-16;0,25;1,8;Valcam Zamora;Allende;Apio 16;;;66684;16671;120.031;;
San Jorge;bulldock;Insecticidas;;;;;1,8;lts;17-08-16;0,3;1,5;Rodrigo martinez;Pocochay;Apio 16;;;66684;20005,2;100.026;;
San Jorge;bulldock;Insecticidas;;;;;1,5;lts;17-08-16;0,1;1,4;Rodrigo martinez;Pocochay;Apio 16;;;66684;6668,4;93.358;;
San Jorge;bulldock;Insecticidas;;;;;1,4;lts;22-08-16;0,3;1,1;Gonzalo Gonzalez;San Pedro;Apio 16;;;66684;20005,2;73.352;;
San Jorge;bulldock;Insecticidas;;20-08-16;3;;1,1;lts;22-08-16;1,5;2,6;Valcam;Catemu;Apio 16;;;66684;100026;173.378;;
San Jorge;bulldock;Insecticidas;;;;;2,6;lts;25-08-16;0,3;2,3;Valcam;Casta–o 1;Apio 16;;;66684;20005,2;153.373;;
San Jorge;bulldock;Insecticidas;;;;;2,3;lts;26-08-16;0,2;2,1;Valcam Zamora;Allende;Apio 16;;;66684;13336,8;140.036;;
San Jorge;bulldock;Insecticidas;;;;;2,1;lts;20-08-16;0,25;1,85;Valcam Zamora;Allende;Apio 16;;;66684;16671;123.365;;
San Jorge;bulldock;Insecticidas;;;;;1,85;lts;12-09-16;0,85;1;Massai;Devolucion;;;;66684;56681,4;66.684;;
San Jorge;bulldock;Insecticidas;;12-09-16;5,75;;6,75;lts;14-09-16;0,5;6,25;Massai;Devolucion;;;;66684;33342;416.775;;
San Jorge;bulldock;Insecticidas;;;;;6,25;lts;20-09-16;0,75;5,5;Massai;Devolucion;;;;66684;50013;366.762;;
San Jorge;bulldock;Insecticidas;;;;;5,5;lts;20-09-16;0,3;5,2;Gonzalo Gonzalez;San Pedro;Apio 17;;;66684;20005,2;346.757;;
San Jorge;bulldock;Insecticidas;;;;;5,2;lts;22-10-16;1,275;3,925;Valcam;Llay Llay;Apio 17;;;66684;85022,1;261.735;;
San Jorge;bulldock;Insecticidas;;;;;3,925;lts;11-11-16;2;1,925;Valcam;Llay Llay;Kale 17;;;66684;133368;128.367;;
San Jorge;bulldock;Insecticidas;;16-11-16;4,75;;6,675;lts;21-11-16;0,25;6,425;Ventura ;Catemu;Brocoli;;;66684;16671;428.445;;
San Jorge;bulldock;Insecticidas;;;;;6,425;lts;23-11-16;2;4,425;Valcam;Llay Llay;Kale 17;;;66684;133368;295.077;;
San Jorge;bulldock;Insecticidas;;;;;4,425;lts;30-11-16;1,5;2,925;Valcam;Llay Llay;Apio 17;;;66684;100026;195.051;;
San Jorge;bulldock;Insecticidas;;;;;2,925;lts;06-01-17;0,5;2,425;Valcam;Llay Llay;Apio 17;;;66684;33342;161.709;;
San Jorge;bulldock;Insecticidas;;;;;2,425;lts;01-02-17;0,5;1,925;Gonzalo Gonzalez;San Pedro;Apio 17;;;66684;33342;128.367;;
San Jorge;bulldock;Insecticidas;;;;;1,925;lts;02-02-17;0,25;1,675;Valcam;Allende;Aj’ 17;;;66684;16671;111.696;;
San Jorge;bulldock;Insecticidas;;;;;1,675;lts;04-02-17;0,675;1;Valcam;Catemu;Colchina;;;66684;45011,7;66.684;;
San Jorge;bulldock;Insecticidas;;;;;1;lts;04-02-17;0,45;0,55;Valcam;Catemu;Brocoli;;;66684;30007,8;36.676;;
San Jorge;bulldock;Insecticidas;;;;;0,55;lts;14-02-17;0,125;0,425;Valcam;Llay Llay;Apio 17;;;66684;8335,5;28.341;;
San Jorge;bulldock;Insecticidas;;;;;0,425;lts;20-02-17;0,425;0;Gonzalo Gonzalez;San Pedro;Apio 17;;;66684;28340,7; - ;;
San Jorge;bulldock;Insecticidas;;17-12-16;21;;21;lts;14-02-17;0,5;20,5;Valcam;Llay Llay;Apio 17;;;66684;33342;1.367.022;;
San Jorge;bulldock;Insecticidas;;;;;20,5;lts;20-02-17;0,25;20,25;Valcam;San Pedro;Apio 17;;;66684;16671;1.350.351;;
San Jorge;bulldock;Insecticidas;;;;;20,25;lts;20-02-17;0,5;19,75;Valcam;Catemu;Apio 17;;;66684;33342;1.317.009;;
San Jorge;bulldock;Insecticidas;;;;;19,75;lts;03-03-17;0,375;19,375;Valcam;Catemu;Brocoli;;;66684;25006,5;1.292.003;;
San Jorge;bulldock;Insecticidas;;;;;19,375;lts;03-03-17;0,875;18,5;Valcam;Llay Llay;Colchina 17;;;66684;58348,5;1.233.654;;
San Jorge;bulldock;Insecticidas;;;;;18,5;lts;04-03-17;0,5;18;Victor Collao;La Calera;Apio 17;;;66684;33342;1.200.312;;
San Jorge;bulldock;Insecticidas;;;;;18;lts;08-03-17;1;17;Juan Gonzalez;San Pedro;Apio 17;;;66684;66684;1.133.628;;
San Jorge;bulldock;Insecticidas;;;;;17;lts;15-03-17;0,5;16,5;Nelson Zamora;Sta Olga;Apio 17;;;66684;33342;1.100.286;;
San Jorge;bulldock;Insecticidas;;;;;16,5;lts;15-03-17;0,15;16,35;Valcam;Collao;Apio 17;;;66684;10002,6;1.090.283;;
San Jorge;bulldock;Insecticidas;;;;;16,35;lts;25-03-17;0,5;15,85;Ventura ;Catemu;Apio 17;;;66684;33342;1.056.941;;
San Jorge;bulldock;Insecticidas;;;;;15,85;lts;27-03-17;0,2;15,65;Nelson Zamora;Sta Olga;Apio 17;;;66684;13336,8;1.043.605;;
San Jorge;bulldock;Insecticidas;;04-04-17;7,5;;23,15;lts;17-04-17;1;22,15;Valcam;Llay Llay;Apio 17;;;66684;66684;1.477.051;;
San Jorge;bulldock;Insecticidas;;;;;22,15;lts;18-04-17;6;16,15;Jaime Arancibia ;Nogales;Apio 17;;;66684;400.104;1.076.947;;
San Jorge;bulldock;Insecticidas;;20-04-17;0,1;;16,25;lts;21-04-17;1;15,25;Juan Gonzalez;San Pedro;Apio 17;;;66684;66684;1.016.931;;
San Jorge;bulldock;Insecticidas;;;;;15,25;lts;28-04-17;1,5;13,75;Ventura ;Catemu;Apio 17;;;66684;100026;916.905;;
San Jorge;bulldock;Insecticidas;;;;;13,75;lts;02-05-17;0,25;13,5;Calisario;Llay Llay;Flores 17;;;66684;16671;900.234;;
San Jorge;bulldock;Insecticidas;;;;;13,5;lts;03-05-17;0,25;13,25;Victor Collao;La Calera;Apio 17;;;66684;16671;883.563;;
San Jorge;bulldock;Insecticidas;;;;;13,25;lts;16-05-17;2;11,25;Ventura ;Catemu;Apio 17;;;66684;133368;750.195;;
San Jorge;bulldock;Insecticidas;;;;;11,25;lts;31-05-17;0,1;11,15;Valcam;Pocochay;Lavanda;;;66684;6668,4;743.527;;
San Jorge;bulldock;Insecticidas;;;;;11,15;lts;03-06-17;4;7,15;Valcam;Llay Llay;Apio 17;;;66684;266736;476.791;;
San Jorge;bulldock;Insecticidas;;;;;7,15;lts;01-07-17;0,45;6,7;;;;;;66684;30007,8;446.783;;
San Jorge;bulldock;Insecticidas;;;;;6,7;lts;03-07-17;0,15;6,55;Valcam;Poncho Celeste;Apio 17;;;66684;10002,6;436.780;;
San Jorge;bulldock;Insecticidas;;;;;6,55;lts;04-07-17;0,75;5,8;Calisario;Llay Llay;Apio 17;;;66684;50013;386.767;;
San Jorge;bulldock;Insecticidas;;;;;5,8;lts;10-07-17;0,675;5,125;Massai;Prestamo ;;;;66684;45011,7;341.756;;
San Jorge;bulldock;Insecticidas;;15-07-17;0,675;;5,8;lts;17-07-17;0,725;5,075;Massai;Prestamo ;;;;66684;48345,9;338.421;;
San Jorge;bulldock;Insecticidas;;;;;5,075;lts;17-07-17;0,15;4,925;Nelson Zamora;Allende;Apio 17;;;66684;10002,6;328.419;;
San Jorge;bulldock;Insecticidas;;;;;4,925;lts;18-07-17;0,6;4,325;Ventura ;Catemu;Apio 17;;;66684;40010,4;288.408;;
San Jorge;bulldock;Insecticidas;;;;;4,325;lts;18-07-17;1;3,325;Ricardo Vasquez;Catemu;Apio 17;;;66684;66684;221.724;;
San Jorge;bulldock;Insecticidas;;;;;3,325;lts;18-07-17;0,75;2,575;Massai;Prestamo ;;;;66684;50013;171.711;;
San Jorge;bulldock;Insecticidas;;;;;2,575;lts;19-07-17;2,575;0;Valcam ;Llay Llay;Apio 17;;;66684;171711,3; - ;;
San Jorge;bulldock;Insecticidas;;20-07-17;2,575;;2,58;lts;25-07-17;0,75;1,825;Massai;;;;;66684;50013;121.698;;
San Jorge;bulldock;Insecticidas;;;;;1,83;lts;26-07-17;0,3;1,525;Nelson Zamora;San Felipe;Apio 17;;;66684;20005,2;101.693;;
San Jorge;bulldock;Insecticidas;;;;;1,53;lts;27-07-17;0,3;1,225;Nelson Zamora;Allende;Apio 17;;;66684;20005,2;81.688;;
San Jorge;bulldock;Insecticidas;;;;;1,23;lts;29-07-17;0,25;0,975;Marco Arangue;Raut_n;Apio 17;;;66684;16671;65.017;;
San Jorge;bulldock;Insecticidas;;;;;0,98;lts;01-08-17;0,6;0,375;Ventura ;Catemu;Apio 17;;;66684;40010,4;25.007;;
San Jorge;bulldock;Insecticidas;;;;;0,38;lts;03-08-17;0,5;-0,125;Victor Collao;Hijuelas;Apio 17;;;66684;33342;-8.335;;
San Jorge;bulldock;Insecticidas;;05-08-17;2,5;;2,38;lts;07-08-17;0,3;2,075;Valcam;Poncho Celeste;Apio 17;;;66684;20005,2;138.369;;
San Jorge;bulldock;Insecticidas;;;;;2,075;lts;07-08-17;0,45;1,625;Valcam;Pocochay;Apio 17;;;66684;30007,8;108.362;;
San Jorge;bulldock;Insecticidas;;;;;1,63;lts;07-08-17;0,15;1,475;Valcam Zamora;Allende;Apio 17;;;66684;10002,6;98.359;;
San Jorge;bulldock;Insecticidas;;;;;1,48;lts;07-08-17;1,05;0,425;Massai;;;;;66684;70018,2;28.341;;
San Jorge;bulldock;Insecticidas;;;;;0,43;lts;21-08-17;0,25;0,175;Valcam Zamora;Allende;Apio 17;;;66684;16671;11.670;;
San Jorge;bulldock;Insecticidas;;21-08-17;2;;2,18;lts;21-08-17;0,175;2;Valcam Zamora;Allende;Apio 17;;;66684;11669,7;133.368;;
San Jorge;bulldock;Insecticidas;;;;;2;lts;21-08-17;0,3;1,7;Nelson Zamora;San Felipe;Apio 17;;;66684;20005,2;113.363;;
San Jorge;bulldock;Insecticidas;;;;;1,7;lts;23-08-17;0,3;1,4;Valcam;Poncho Celeste;Apio 17;;;66684;20005,2;93.358;;
San Jorge;bulldock;Insecticidas;;;;;1,4;lts;11-09-17;0,3;1,1;Valcam;Poncho Celeste;Apio 17;;;66684;20005,2;73.352;;
San Jorge;bulldock;Insecticidas;;;;;1,1;lts;12-09-17;0,375;0,725;Massai;Prestamo ;;;;66684;25006,5;48.346;;
San Jorge;bulldock;Insecticidas;;;;;0,73;lts;14-09-17;0,3;0,425;Valcam;San Felipe;Apio 17;;;66684;20005,2;28.341;;
San Jorge;bulldock;Insecticidas;;;;;0,43;lts;15-11-17;0,25;0,175;Luis Rodriguez;Llay Llay;Apio 18;;;66684;16671;11.670;;
San Jorge;bulldock;Insecticidas;;16-11-17;198;;198,175;lts;06-12-17;0,9;197,275;Valcam ;Pocochay;Flores;;362;66684;60015,6;13.155.086;;
San Jorge;bulldock;Insecticidas;;;;;197,275;lts;;0,875;196,4;Valcam ;Llay Llay;Colchina 18;;324;66684;58348,5;;;
San Jorge;bulldock;Insecticidas;;16-01-18;10,75;2257843;207,15;lts;16-01-18;1,25;205,9;Nelson Zamora;Olmu_;Apio 18;;390;66684;83355;13.730.236;;
San Jorge;bulldock;Insecticidas;;16-01-18;20;2257802;225,9;lts;16-01-18;4;221,9;Felipe Bustamente ;Romeral;Apio 18;;391;66684;266736;14.797.180;;
San Jorge;bulldock;Insecticidas;;16-01-18;11,5;2257846;233,4;lts;;;233,4;;;;;;66684;0;15.564.046;;
San Jorge;bulldock;Insecticidas;;16-01-18;3,5;2257847;236,9;lts;;;236,9;;;;;;66684;0;15.797.440;;
San Jorge;bulldock;Insecticidas;;16-01-18;23;2257848;259,9;lts;22-01-18;2;257,9;Marco Arangue;Raut_n;Apio 18;;678;66684;133368;17.197.804;;
San Jorge;bulldock;Insecticidas;;;;;257,9;lts;22-01-18;4;253,9;Jose Hurtado;Colina;Apio 18;;679;66684;266736;16.931.068;;
San Jorge;bulldock;Insecticidas;;;;;253,9;lts;24-01-18;1,75;252,15;Juan Gonzalez;San Pedro;Apio 18;;689;66684;116697;16.814.371;;
San Jorge;bulldock;Insecticidas;;;;;252,15;lts;25-01-18;1,25;250,9;Calisario;Llay Llay;Apio 18;;692;66684;83355;16.731.016;;
San Jorge;bulldock;Insecticidas;;;;;250,9;lts;30-01-18;150,15;100,75;Cuadratura bodega ;;P_rdida;;;66684;10012602,6;6.718.413;;revisar mucho descuento 
San Jorge;bulldock;Insecticidas;;;;;100,75;lts;02-01-18;2,5;98,25;Ventura ;Catemu;Apio 18;;605;66684;166710;6.551.703;;
San Jorge;bulldock;Insecticidas;;;;;98,25;lts;13-02-18;1,5;96,75;Rodrigo martinez;Llay Llay;Apio 18;;628;66684;100026;6.451.677;;
San Jorge;bulldock;Insecticidas;;;;;96,75;lts;06-03-18;10;86,75;Agro lider;Llay Llay;Apio 18;;708;66684;666840;5.784.837;;
San Jorge;bulldock;Insecticidas;;;;;86,75;lts;08-03-18;1,6;85,15;Juan Almonte ;Llay Llay;Apio 18;;714;66684;106694,4;5.678.143;;
San Jorge;bulldock;Insecticidas;;;;;85,15;lts;08-03-18;1;84,15;Valcam;Catemu;Apio 18;;715;66684;66684;5.611.459;;
San Jorge;bulldock;Insecticidas;;;;;84,15;lts;08-03-18;1,25;82,9;Nelson Zamora;Olmu_;Apio 18;;718;66684;83355;5.528.104;;
San Jorge;bulldock;Insecticidas;;;;;82,9;lts;08-03-18;1,65;81,25;Valcam;San Pedro;Apio 18;;719;66684;110028,6;5.418.075;;
San Jorge;bulldock;Insecticidas;;;;;81,25;lts;10-03-18;1,5;79,75;Luis Rodriguez;Llay Llay;Apio 18;;727;66684;100026;5.318.049;;
San Jorge;bulldock;Insecticidas;;;;;79,75;lts;13-03-18;2;77,75;Elias Jamet ;Romeral;Apio 18;;730;66684;133368;5.184.681;;
San Jorge;bulldock;Insecticidas;;;;;77,75;lts;14-03-18;1,5;76,25;Valcam;Catemu;Apio 18;;731;66684;100026;5.084.655;;
San Jorge;bulldock;Insecticidas;;;;;76,25;lts;14-03-18;1,75;74,5;Ricardo Vasquez;Catemu;Apio 18;;732;66684;116697;4.967.958;;
San Jorge;bulldock;Insecticidas;;;;;74,5;lts;14-03-18;1;73,5;Ventura ;Catemu;Apio 18;;733;66684;66684;4.901.274;;
San Jorge;bulldock;Insecticidas;;;;;73,5;lts;15-03-18;4;69,5;Luis Rodriguez;Llay Llay;Apio 18;;735;66684;266736;4.634.538;;
San Jorge;bulldock;Insecticidas;;;;;69,5;lts;16-03-18;1,5;68;Ventura ;Catemu;Apio 18;;737;66684;100026;4.534.512;;
San Jorge;bulldock;Insecticidas;;;;;68;lts;27-03-18;4;64;Valcam;Llay Llay;Apio 18;;750;66684;266736;4.267.776;X;
San Jorge;Captan;Fungicidas;captan;01-09-16;20;;20;kg;22-11-16;1,5;18,5;Valcam;Allende;Flores;;;10267;15400,5;189.940;;
San Jorge;Captan;Fungicidas;captan;;;;18,5;kg;29-11-16;4;14,5;Valcam;Allende;Flores;;;10267;41068;148.872;;
San Jorge;Captan;Fungicidas;captan;;;;14,5;kg;29-11-16;1,5;13;Valcam;San Jorge;Flores;;;10267;15400,5;133.471;;
San Jorge;Captan;Fungicidas;captan;;;;13;kg;06-12-16;2;11;Valcam;Pocochay;Flores;;;10267;20534;112.937;;
San Jorge;Captan;Fungicidas;captan;;;;11;kg;07-12-16;1;10;Valcam;San Jorge;Flores;;;10267;10267;102.670;;
San Jorge;Captan;Fungicidas;captan;;;;10;kg;15-12-16;1;9;Valcam;San Jorge;Flores;;;10267;10267;92.403;;
San Jorge;Captan;Fungicidas;captan;;;;9;kg;18-08-17;1;8;valcam;Llay Llay;Br—coli 18;;;10267;10267;82.136;;
San Jorge;Captan;Fungicidas;captan;;;;8;kg;22-09-17;4;4;Valcam;Llay Llay;Br—coli 18;;;10267;41068;41.068;;
San Jorge;Captan;Fungicidas;captan;;;;4;kg;20-10-17;1,5;2,5;Valcam;Collao;Marigold;;;10267;15400,5;25.668;;
San Jorge;Captan;Fungicidas;captan;30-01-18;3;cuadratura bodega ;5,5;kg;;;5,5;;;;;;;;;x;
San Jorge;Cantus;;;12-10-17;5;;5;kg;;;5;;;;;;;;;X;
