Fecha ;Nç;T.DOC.;Proveedor;Item;ClasificaciÜn Gastos;Lugar;Cultivo/Unidad;ClasificaciÜn Cultivo; Nç ; Cantidad ; Unit. ; Neto ; IVA ; IEF ; IEV/FEP ; Total ; Empresa ; REAL ; Estado 1 ; Comp /cheque ;Fecha ;Monto
11-02-17;2779864;Fact;Copeval;BETANAL;Bodega;San Jorge;Bodega;Bodega;;7;36.480;255.359;48.518;;;303.877;Gonzalez ;Valcam;pagada;;08-07-17;
13-02-17;2910801;Fact;Sergo chile;Descanso Rastra;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;88.400;88.400;16.796;;;105.196;Gonzalez ;Brice_o;pagada;;;
13-02-17;133737;Guia ;Massai;Azufre Floable;Bodega;San Jorge;Bodega;Bodega;;40;;; -   ;;; -   ;massai;massai;;;;
13-02-17;2779871;Fact;Copeval;Kocide/avaunt/coragen/dash;Bodega;San Jorge;Bodega;Bodega;;1;810.000;810.000;153.900;;;963.900;Gonzalez ;Valcam;pagada;;17-08-17;
13-02-17;163;Guêa ;Agricola Rojas y Flores ltda;Plantulas;Semillas, plantas;LLay llay;petitvert;petitvert 17;;138.820;20;2.776.400;527.516;;;3.303.916;INVERTEC;Segundo Calizario;;;;
14-02-17;41992;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17; Conga ;114.000;;; -   ;;; -   ;Diana;Valcam;;;;
15-02-17;398570;Guia ;tattersall;Tiburon;Bodega;San Jorge;Bodega;Bodega;;96;; -   ; -   ;;; -   ;INVERTEC;Valcam;;;;
15-02-17;398569;Guia ;tattersall;Tiburon;Bodega;San Jorge;Bodega;Bodega;;44;; -   ; -   ;;; -   ;INVERTEC;Valcam;;;;
15-02-17;398571;Guia ;tattersall;Tiburon;Bodega;San Jorge;Bodega;Bodega;;30;; -   ; -   ;;; -   ;INVERTEC;Valcam;;;;
15-02-17;2911756;Fact;Sergo chile;timken;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;45.990;45.990;8.738;;;54.728;brice_o;Brice_o;Pagada;;;
15-02-17;2779919;Fact;Copeval;MZ MAIZ;Bodega;LLay llay;Apio 17;Bodega;;3,3;282.000;930.600;176.814;;;1.107.414;Gonzalez;Segundo Calizario;pagada;;17-08-17;
15-02-17;2779920;Fact;Copeval;Malla/ Alambre;Mallas/Lonas;LLay llay;Apio 17;Apio 17;;1;134.500;134.500;25.555;;;160.055;Gonzalez;Valcam;pagada;;17-08-17;
15-02-17;64238;Fact;Com. Bella palma;Diessel;Bodega;San Jorge;Bodega;Bodega;;1.000;; -   ; -   ;;;493.000;brice_o;Brice_o;pagada;;;
15-02-17;6415;Fact;Agrodistribuidores Ltda ;Trainer;Bodega;San Jorge;Bodega;Bodega;;3;130.000;390.000;74.100;;;464.100;brice_o;Valcam;Pagada;;;
15-02-17;7698;Fact;Agroalmar;Valvula/reduccion;Materiales de Riego;San Jorge;Aji 17;Ajê 17;;1;14.674;14.674;2.788;;;17.462;Massai;Massai;pagada;;;
17-02-17;1261;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;800;190;152.000;28.880;;;180.880;Valcam;Valcam;;;;
17-02-17;1262;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;800;190;152.000;28.880;;;180.880;Valcam;Valcam;;;;
17-02-17;165;Fact;Hernan Azocar Soto;Aporcadores y soldar;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;145.000;145.000;27.550;;;172.550;brice_o;Brice_o;;;;
17-02-17;7849;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17;;180.000;10;1.800.000;342.000;;;2.142.000;INVERTEC;Valcam;;;;
18-02-17;2779975;Fact;Copeval;Salitre k;Bodega;San Jorge;Bodega;Bodega;;300;695;208.500;39.615;;;248.115;Gonzalez;Valcam;Pagada;;12-09-17;
20-02-17;1275;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;800;190;152.000;28.880;;;180.880;Valcam;Valcam;;;;
20-02-17;2779988;Fact;Copeval;Vertimec;Bodega;San Jorge;Bodega;Bodega;;2;14.500;29.000;5.510;;;34.510;Gonzalez;Valcam;pagada;;12-09-17;
21-02-17;10839;boleta;Soc Serv pyg Ltda;Bebidas;Despensa;San Jorge;Casa;Casa;;1;2.950;2.950;;;;2.950;Valcam;massai;Pagada;Rendicion Victor ;24-02-17;
21-02-17;459946;Fact;gmt;STIMULATE;Bodega;San Jorge;Bodega;Bodega;;2;34.679;69.359;13.178;;;82.537;massai;massai;pagada;;;
21-02-17;459947;Fact;gmt;Fosfato Monoamonico/NCA/NK/UREA;Bodega;San Jorge;Bodega;Bodega;;1;2.089.750;2.089.750;397.053;;;2.486.803;massai;massai;pagada;;;
21-02-17;2838015;Fact;Copeval;Betanal;Bodega;San Jorge;Bodega;Bodega;;5;35.450;177.250;33.678;;;210.928;Gonzalez;Valcam;Pagada;;12-09-17;
21-02-17;3202;Fact;Castro & Cox;nk /Sulf. K/AC FOSF.;Bodega;San Jorge;Bodega;Bodega;;1;4.060.500;4.060.500;771.495;;;4.831.995;massai;massai;pagada;;;
22-02-17;62691;Guia ;Massai;Confidor/tebuconazole;Bodega;San Jorge;Bodega;Bodega;;;; -   ; -   ;;; -   ;massai;massai;Traslado;;;
22-02-17;1292;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;800;190;152.000;28.880;;;180.880;Valcam;Valcam;;;;
22-02-17;1293;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;800;190;152.000;28.880;;;180.880;Valcam;Valcam;;;;
22-02-17;7862;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17;;180.049;10;1.800.490;342.093;;;2.142.583;INVERTEC;Valcam;;;;
22-02-17;99396;boleta;El ROLO;Varios Supermercado;Despensa;San Jorge;casa;Casa;;1;1.790;1.790;;;;1.790;Valcam;massai;Pagada;Rendicion Victor ;24-02-17;
22-02-17;2178354;boleta;Concensionaria sur;Parquimetro;Varios;San Jorge;AdministraciÜn;AdministraciÜn;;1;468;468;;;;468;Valcam;massai;Pagada;Rendicion Victor ;24-02-17;
23-02-17;839477196;boleta;Sta Isabel;Varios Supermercado;Despensa;San Jorge;Casa;Casa;;1;9.033;9.033;;;;9.033;massai;massai;Pagada;Rendicion Victor ;24-02-17;
23-02-17;7771;Fact;RETRAC;Filtros;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;541.375;541.375;102.861;;;644.236;brice_o;Brice_o;PAGADO POR JUAN GONZALEZ;;;
23-02-17;7771;Fact;Retrac;Filtros;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;541.375;541.375;102.861;;;644.236;brice_o;Brice_o;pagada;;;
23-02-17;4999359;Guia ;Manantial;Botellon de Agua;Agua;San Jorge;Apio 17;Apio 17;;20;; -   ; -   ;;; -   ;massai;massai;;;;
23-02-17;1300;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;800;190;152.000;28.880;;;180.880;Valcam;Valcam;;;;
23-02-17;1301;Guia ;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;500;190;95.000;18.050;;;113.050;Valcam;Valcam;;;;
23-02-17;4805;Fact;Esmera;Rectangular;Bodega;San Jorge;Bodega;Bodega;;1;19.092;19.092;3.627;;;22.719;brice_o;Brice_o;Pagada;Rendicion Victor ;24-02-17;
23-02-17;4806;Fact;Esmera;Angulo/plancha/cuadrado;Materiales;San Jorge;Maquinaria;Maquinaria;;1;30.672;30.672;5.828;;;36.500;brice_o;Brice_o;pagada;;;
23-02-17;64927;Fact;Com. Bella palma;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1;3.608;3.608;686;;706;5.000;brice_o;Brice_o;Pagada;Rendicion Victor ;24-02-17;
24-02-17;6722;Fact;Ricardo Bahamondez;Tinta;Artêculos de oficina;San Jorge;AdministraciÜn;AdministraciÜn;;1;5.798;5.798;1.102;;;6.900;Valcam;Valcam;Pagada;;;
24-02-17;2838085;Fact;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;ANULADA;1;268.000;268.000;50.920;;;318.920;Gonzalez;Juan Gonzalez ;pagada;;;
24-02-17;148960;NC;Copeval;cantus/Cotroliv;Bodega;San Jorge;Bodega;Bodega;Anula fact 22779144;1;565.623;565.623;107.468;;;673.091;Massai;Massai;;;;
24-02-17;148962;NC;Copeval;Bravo;Bodega;San Jorge;Bodega;Bodega;anula fact 2720901;1;746.455;746.455;141.826;;;888.281;Massai;Massai;;;;
24-02-17;685528;Fact;Anagra;Nitrato de Amonio;Bodega;San Jorge;Bodega;Bodega;;1,32;220.000;290.400;55.176;;;345.576;massai;massai;Pagada;;;
25-02-17;2915535;Fact;Sergo chile;Rodamiento;Repuestos;LLay llay;Maquinaria;Maquinaria;;1;26.860;26.860;5.103;;;31.963;brice_o;Brice_o;;;;
25-02-17;7865;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;200.314;10;2.003.140;380.597;;;2.383.737;INVERTEC;Valcam;;;;
27-02-17;1400;Fact;Bertero;Rep neumatico;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;16.807;16.807;3.193;;;20.000;brice_o;Brice_o;pagada;;;
28-02-17;592601;Guia ;Vitra;Mezcla 172020;Bodega;LLay llay;Bodega;Bodega;;20.000;254;5.080.000;965.200;;;6.045.200;Valcam;Valcam;;;;
28-02-17;554;Fact;Limagrain;Urea;Bodega;San Jorge;Bodega;Bodega;;5.000;190;950.000;180.500;;;1.130.500;Valcam;Valcam;pagada;;;
28-02-17;7872;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;Invertec;Arancibia;;;;
28-02-17;72;Fact;Edo Torreblanca;Arriendo Camion;Traslados/Fletes;LLay llay;Apio 17;Apio 17;;6;100.000;600.000;114.000;;;714.000;Valcam;P. Henriquez;;;;
28-02-17;27636;Fact;Com. Rosati;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1;1.359.526;1.359.526;258.310;;269.325;1.887.161;brice_o;Brice_o;pagada;;;
01-03-17;7876;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;180.706;10;1.807.060;343.341;;;2.150.401;INVERTEC;Valcam;;;;
01-03-17;42026;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;180.706;;;;;;;INVERTEC;Valcam;;;;
02-03-17;538438;Fact;Inversiones ENEX SA;Diesel;Combustible y Lubricantes;Pocochay;Maquinaria;Maquinaria;;1;7.216;7.216;1.371;;1.483;10.070;brice_o;Brice_o;;;;
02-03-17;73;Fact;Gilberto Cabrera Pimentel;Cambio de Aceite;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;50.588;50.588;9.612;;;60.200;brice_o;Brice_o;pagada;;;
02-03-17;148965;NC;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;Anula fact;1;268.000;268.000;50.920;;;318.920;Gonzalez;Juan Gonzalez ;;;;
02-03-17;1;Fact;Carlos Silva;Fletes;Traslados/Fletes;LLay llay;Tomate;Tomate 17;;1;2.344.400;2.344.400;445.436;;;2.789.836;Valcam;Valcam;;;;
03-03-17;7884;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;INVERTEC;Valcam;;;;
03-03-17;7885;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;Invertec;Arancibia;;;;
03-03-17;2838186;Fact;Copeval;Confidor/vertimex;Bodega;San Jorge;Bodega;Bodega;;1;371.770;371.770;70.636;;;442.406;Gonzalez;Juan Gonzalez ;pagada;12-09-17;;
04-03-17;2607;Fact;sagredo e hijos ltda;Nylon;Varios;San Jorge;Maquinaria;Maquinaria;;1;4.034;4.034;766;;;4.800;brice_o;Brice_o;pagada;;;
04-03-17;65670;Fact;Com. Bella palma;g 93;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1;1.283;1.283;244;;973;2.500;brice_o;Brice_o;pagada;;;
05-03-17;16504;Guêa ;sakata;Plantulas;Semillas, plantas;LLay llay;Brocoli;BrÜcoli 17;;188;;;;;;;brice_o;Brice_o;;;;
06-03-17;4;Fact;Pedro pacheco;Horas Maquina;Arriendo Maquinaria;LLay llay;Apio 17;Apio 17;;131;14.000;1.834.000;348.460;;;2.182.460;Valcam;P. Henriquez;;;;
06-03-17;5017887;Fact;Chilquinta;Energia;Electricidad;San Jorge;AdministraciÜn;AdministraciÜn;;1;1.166.910;1.166.910;221.713;;;1.388.623;massai;massai;pagada;;;
07-03-17;761;Fact;Orlando Cordova v;Echona;Bodega;San Jorge;Bodega;Bodega;;1;10.925;10.925;2.076;;;13.001;;;pagada;;;
07-03-17;761;Fact;Orlando Cordova v;Echonas;Bodega;1;Bodega;Bodega;;1;10.925;10.925;2.076;;;13.001;brice_o;Valcam;;;;
07-03-17;49;Fact;Ivan Rojas;Pernos;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;8.303;8.303;1.578;;;9.881;brice_o;Brice_o;pagada;;;
07-03-17;7889;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;38.448;10;384.480;73.051;;;457.531;INVERTEC;Valcam;;;;
07-03-17;7890;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17;;19.224;10;192.240;36.526;;;228.766;Invertec;Arancibia;;;;
07-03-17;1182;Fact;Asoc Grem Product semilla;certificacion semilleros;SAG;San Jorge;Maiz;Maêz 17;;;;169.784;;;;169.784;Valcam;Valcam;;;;
08-03-17;7893;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;INVERTEC;Valcam;;;;
08-03-17;7892;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;Invertec;Arancibia;;;;
08-03-17;2838261;Fact;Copeval;Tacora;Bodega;San Jorge;Bodega;Bodega;;7;15.840;110.880;21.067;;;131.947;Gonzalez;Valcam;pagada;;17-08-17;
08-03-17;28249;Fact;a zedan;Neumaticos;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;256.720;256.720;48.777;;;305.497;brice_o;Brice_o;pagada;;;
09-03-17;7897;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;INVERTEC;Valcam;;;;
09-03-17;7896;Guêa ;Europlant;Plantulas;Semillas, plantas;LLay llay;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;INVERTEC;Valcam;;;;
10-03-17;8081;Fact;retrac;Repuestos tractores;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;451.562;451.562;85.797;;;537.359;brice_o;Brice_o;pagada;;;
11-03-17;42170;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17; Conga ;200.344;; -   ; -   ;;; -   ;Diana;Valcam;Massai;;;
11-03-17;42169;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17; Conga ;264.212;;; -   ;;; -   ;Diana;Valcam;Arancibia;;;
13-03-17;8350;Fact;Buchard;gol/tuerca/;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;11.500;11.500;;;;11.500;Valcam;Valcam;pagada;;;
14-03-17;7910;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17;;76.896;10;768.960;146.102;;;915.062;Invertec;Arancibia;;;;
14-03-17;8643;Fact;Agroalmar;Motobomba;Bodega;San Jorge;Bodega;Bodega;;1;99.990;99.990;18.998;;;118.988;Valcam;Valcam;pagada;;;
15-03-17;8195;Fact;Retrac;Soporte/FILTRO;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;62.518;62.518;11.878;;;74.396;brice_o;Brice_o;pagada;;;
15-03-17;178;Fact;Jose blas;Bebidas;Despensa;San Jorge;AdministraciÜn;AdministraciÜn;;1;40.145;40.145;7.628;;4.730;52.503;massai;massai;pagada;;;
15-03-17;7915;Guêa ;Europlant;Plantulas;Semillas, plantas;;Apio 17;Apio 17;;180.321;10;; -   ;;; -   ;INVERTEC;Valcam;;;;
15-03-17;42178;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17; Conga ;264.522;;;;;;;Diana;Valcam;;;;
15-03-17;7914;Guêa ;Europlant;Plantulas;Semillas, plantas;Nogales;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;Invertec;Arancibia;;;;
15-03-17;11;Fact;Cristian Gonzalez;Reparaciones Varias;MantenciÜn/ReparaciÜn;LLay llay;Maquinaria;Maquinaria;;1;223.000;223.000;42.370;;;265.370;brice_o;Brice_o;;;;
15-03-17;3;Fact;Carlos Silva;Fletes;Traslados/Fletes;LLay llay;Tomate;Tomate 17;;1.484;1.700;2.522.800;479.332;;;3.002.132;Valcam;Valcam;;;;
16-03-17;398575;Guia ;Tattersall;Clorotalonil;Bodega;San Jorge;Bodega;Bodega;;8;19.000;152.000;28.880;;;180.880;Invertec;Valcam;;;;
16-03-17;398574;Guia ;Tattersall;Centurion/stimplex/chess/retenol/zero/tango;Bodega;San Jorge;Bodega;Bodega;;;;; -   ;;; -   ;;;;;;
16-03-17;10;boleta;Rendicion Juan;Varios;Varios;LLay llay;Maquinaria;Maquinaria;;1;97.200;97.200;;;;97.200;brice_o;Brice_o;;;;
16-03-17;770199;Fact;Discentro;Sacos paperos;Envases;San Jorge;Marigold;Flores 17;;20;168;3.360;638;;;3.998;massai;massai;pagada;;;
16-03-17;8740;Fact;Agroalmar;Abrazaderas/acople/adapt;Materiales;San Jorge;Casa;Casa;;1;7.730;7.730;1.469;;;9.199;brice_o;Brice_o;pagada;;;
17-03-17;;sc;Rendicion Victor;Varios;Varios;San Jorge;AdministraciÜn;AdministraciÜn;;1;18.000;18.000;3.420;;;21.420;;;;;;
17-03-17;;boleta;Rendicion Juan;Varios;Varios;San Jorge;Maquinaria;Maquinaria;;1;91.550;91.550;;;;91.550;brice_o;Brice_o;;;;
17-03-17;;SC;Rafael Raspa;Cuchillos;Herramientas;San Jorge;Colchina;Colchina 17;;10;3.000;30.000;;;;30.000;Valcam;Valcam;;;;
17-03-17;3875;Guia ;Gestiriego;Layflat sf-10 3;Bodega;San Jorge;Bodega;Bodega;;1.200;1.490;1.788.000;339.720;;;2.127.720;;;;;;
18-03-17;770429;Fact;Discentro;Sacos /amarra;Envases;La ligua;Marigold;Flores 17;;1;38.814;38.814;7.375;;;46.189;brice_o;ROSARIO FERNANDEZ;;;;
20-03-17;867561387;boleta;STA ISABEL;Varios supermercado;Despensa;La ligua;Marigold;Flores 17;;1;12.711;12.711;;;;12.711;brice_o;ROSARIO FERNANDEZ;;;;
20-03-17;42198;Guêa ;Europlant;Plantulas;Semillas, plantas;Catemu;Apio 17;Apio 17; Conga ;264.138;10;;;;;;Diana;Valcam;Ventura;;;
21-03-17;;sc;Jorge tapia;Agua Potable Enero Febrero;Agua;LLay llay;AdministraciÜn;AdministraciÜn;;2;20.000;40.000;;;;40.000;Valcam;Valcam;;;;
21-03-17;;sc;Fardos;Fardos;Varios;LLay llay;AdministraciÜn;AdministraciÜn;;10;3.000;30.000;;;;30.000;Valcam;Valcam;;;;
21-03-17;;sc;Arado;Rep Arado;MantenciÜn/ReparaciÜn;LLay llay;Maquinaria;Maquinaria;;1;45.000;45.000;;;;45.000;Valcam;Valcam;;;;
22-03-17;7934;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17;;180.321;10;1.803.210;342.610;;;2.145.820;INVERTEC;Valcam;;;;
22-03-17;544743;Fact;Cals;Nitrato de Amonio;Bodega;LLay llay;Bodega;Bodega;;600;415;249.000;47.310;;;296.310;Gonzalez ;Valcam;PAGADA;;;
22-03-17;6748;Fact;Agrodistribuidores Ltda ;Plantulas;Semillas, plantas;San Jorge;Repollo/lechugas;Repollo 17;;1;289.000;289.000;54.910;;;343.910;brice_o;;pagada;;;
23-03-17;171220;boleta;Com san Agustin;Diesel;Combustible y Lubricantes;Bucalemu;Maiz;Maêz 17;;1;15.000;15.000;;;;15.000;brice_o;Brice_o;;;;
24-03-17;25851;Fact;Com. Rosati;diesel;Combustible y Lubricantes;Bucalemu;Maiz;Maêz 17;;1;;;;;; -   ;brice_o;Brice_o;;;;
25-03-17;398578;Guia ;Tattersall;Retenol/cytoplant/nitro25/balazo/amistar/troya/comet/tilt/bravo/dimetoato/spectro/gladiador/tango;Bodega;San Jorge;Bodega;Bodega;;1;;;;;; -   ;INVERTEC;Valcam;;;;
25-03-17;398579;Guia ;Tattersall;naturmin;Bodega;San Jorge;Bodega;Bodega;;1;;;;;; -   ;INVERTEC;Valcam;;;;
27-03-17;1909;Fact;Maderas Central;Materiales;Materiales;San Jorge;Casa;Casa;;1;363.504;363.504;69.066;;;432.570;brice_o;Brice_o;Pagada;;;
27-03-17;1908;Fact;Maderas Central;Materiales;Materiales;San Jorge;casa;Casa;;1;8.168;8.168;1.552;;;9.720;brice_o;Brice_o;Pagada;;;
27-03-17;171927;Fact;Dercomaq S.A;Tractor 291;InversiÜn;LLay llay;Maquinaria;Maquinaria;;1;18.990.000;18.990.000;3.608.100;;;22.598.100;Gonzalez ;Brice_o;;;;
28-03-17;42232;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Kale;Kale 17;;107.270;;;;;;;Diana;Valcam;;;;
28-03-17;2838630;Fact;Copeval;mz maiz 172020;Bodega;San Jorge;Bodega;Bodega;;9,35;268.000;2.505.800;476.102;;;2.981.902;Gonzalez;Valcam;pagada;;;
28-03-17;67523;Fact;Com. Bella palma;Diesel;Combustible y Lubricantes;San Jorge;Maquinaria;Maquinaria;;1;351.452;351.452;66.776;;76.772;495.000;brice_o;Brice_o;pagada;;;
29-03-17;595433;Guia ;Vitra;urea/entec;Bodega;San Jorge;Bodega;Bodega;;;;;;;;;Tattersall;Valcam;;;;
29-03-17;101;Fact;Maestranza la palma;Reparaciones Varias;MantenciÜn/ReparaciÜn;San Jorge;Maquinaria;Maquinaria;;1;262.000;262.000;49.780;;;311.780;brice_o;Brice_o;pagada;cheque;31-03-17;
29-03-17;2041490;Guia ;Copeval;Mezcla 172020;Bodega;San Jorge;Bodega;Bodega;;0,9;268.000;241.200;45.828;;;287.028;Gonzalez;Valcam;;;;
29-03-17;2041491;Guia ;Copeval;mz maiz 172020;Bodega;San Jorge;Bodega;Bodega;;0,9;268.000;241.200;45.828;;;287.028;Gonzalez;Valcam;;;;
29-03-17;2041492;Guia ;Copeval;mz maiz 172020;Bodega;San Jorge;Bodega;Bodega;;0,95;268.000;254.600;48.374;;;302.974;Gonzalez;Valcam;;;;
29-03-17;2041484;Guia ;Copeval;mz maiz 172020;Bodega;San Jorge;Bodega;Bodega;;0,75;268.000;201.000;38.190;;;239.190;Gonzalez;Valcam;;;;
29-03-17;9140;Fact;Agroalmar;Pegamento;Bodega;San Jorge;Bodega;Bodega;;1;1.990;1.990;378;;;2.368;brice_o;Brice_o;pagada;;;
30-03-17;10;Fact;David villarroel Arancibia;Fletes;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;1;4.590.000;4.590.000;872.100;;;5.462.100;brice_o;Valcam;pagada;;;
30-03-17;3;Fact;David villarroel Arancibia;Fletes;Traslados/Fletes;San Jorge;Maquinaria;Maquinaria;;1;2.730.000;2.730.000;518.700;;;3.248.700;brice_o;Valcam;pagada;;;
30-03-17;549134;Fact;cals;Betanal;Bodega;San Jorge;Bodega;Bodega;;1;33.345;33.345;6.336;;;39.681;ZAMORA;Valcam;pagada;;;
30-03-17;6;Fact;Agric. Marzan;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17;;109.800;14;1.537.200;292.068;;;1.829.268;Valcam;Valcam;pagada;;;
31-03-17;398581;Guia ;Tattersall;Bulldock/afalon/Tango;Bodega;San Jorge;Bodega;Bodega;;;;;;;;;INVERTEC;Valcam;;;;
31-03-17;31678;Fact;Soc Com Mi Valle Ltda;Conectores/huincha;Materiales de Riego;San Jorge;Apio 17;Apio 17;;1;10.920;10.920;2.075;;;12.995;massai;massai;pagada;;;
31-03-17;8629;Fact;Retrac;Bomba hidraulica;Repuestos;San Jorge;Maquinaria;Maquinaria;;1;449.682;449.682;85.440;;;535.122;brice_o;Brice_o;pagada;;;
31-03-17;11;Fact;Nelson Zamora;Plantulas;Semillas, plantas;San Jorge;Tomate;Tomate 17;;516.000;60;30.960.000;5.882.400;;;36.842.400;brice_o;Brice_o;pagada;;;
31-03-17;107845;Fact;Massai;Cebollas;Comercializadora;Rgua;Cebolla ;Cebolla 17;;156.880;150;23.532.000;4.471.080;;;28.003.080;brice_o;Brice_o;;;;
31-03-17;14;Fact;Juan Gonzalez;Plantulas;Semillas, plantas;San Jorge;Tomate;Tomate 17;;515.517;60;30.931.020;5.876.894;;;36.807.914;brice_o;Brice_o;pagada;;;
31-03-17;64;Fact;Hector Correa;Fletes;Traslados/Fletes;LLay llay;Colchina;Colchina 17;;1;2.250.000;2.250.000;427.500;;;2.677.500;Valcam;Valcam;;;;
31-03-17;4;Fact;Gonzalo Ganzalez;Apio;Comercializadora;San Pedro;Apio 17;Apio 17;;106.290;50;5.314.500;1.009.755;;;6.324.255;Valcam;Valcam;;;;
31-03-17;5;Fact;Carlos Silva;Fletes;Traslados/Fletes;Catemu;Tomate;Tomate 17;;2.130;1.700;3.621.000;687.990;;;4.308.990;Valcam;Valcam;;;;
31-03-17;6;Fact;Carlos Silva;Fletes;Traslados/Fletes;LLay llay;Colchina;Colchina 17;;1;1.750.000;1.750.000;332.500;;;2.082.500;Valcam;Valcam;;;;
31-03-17;549400;Fact;Cals;Fosfato Monoamonico;Bodega;San Jorge;Bodega;Bodega;;300;347;104.100;19.779;;;123.879;ZAMORA;Valcam;pagada;;;
31-03-17;549131;Fact;Cals;Nitrato de Amonio;Bodega;San Jorge;Bodega;Bodega;;475;415;197.125;37.454;;;234.579;ZAMORA;Valcam;pagada;;;
31-03-17;50;Fact;Alejandro Contreras;Viajes;Traslados/Fletes;San Jorge;acelga 17;Acelga 17;;1;3.150.000;3.150.000;598.500;;;3.748.500;Valcam;Valcam;;;;
31-03-17;51;Fact;Alejandro Contreras;Viajes;Traslados/Fletes;San Jorge;Apio 17;Apio 17;;2;60.000;120.000;22.800;;;142.800;Valcam;Valcam;;;;
01-04-17;2838730;Fact;Copeval;mz maiz;Bodega;San Jorge;Apio 17;Bodega;;10;280.000;2.800.000;532.000;;;3.332.000;Massai;Massai;pagada;;;
01-04-17;2838729;Fact;Copeval;Goal/linurex/herbadox;Bodega;San Jorge;Bodega;Bodega;;1;1.302.377;1.302.377;247.452;;;1.549.829;massai;massai;pagada;;;
03-04-17;7952;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17;;180.179;;;;;;;INVERTEC;Valcam;;;;
03-04-17;7954;Guêa ;Europlant;Plantulas;Semillas, plantas;San Jorge;Apio 17;Apio 17;;180.014;;;;;;;INVERTEC;Valcam;;;;
03-04-17;2838757;Fact;Copeval;mz maiz;Bodega;San Jorge;Bodega;Bodega; g2041859/g2041736 ;2;268.000;643.200;122.208;;;765.408;zamora;Valcam;Pagada;;;
